SYMBOL,NAME OF COMPANY,TICKER
RELABRDMDR,NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option,INF204KA1MU9
RELABDPMDR,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option,INF204KA1MW5
IPRU1638,ICICI Prudential Credit Risk Fund - Quarterly IDCW,INF109K01GW0
IPRU8111,ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,INF109K01V42
K30,Kotak Bluechip Fund - Payout of Income Distribution cumcapital withdrawal option,INF174K01161
K3003DDP,Kotak Bluechip Fund - Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KX4
IDFC266,BANDHAN Infrastructure Fund - Regular Plan - IDCW,INF194K01CA7
IDFCD266,BANDHAN Infrastructure Fund-Direct Plan-IDCW,INF194K01X61
AXISMCDPR,Axis Midcap Fund - Regular Plan - IDCW,INF846K01875
AXISMCD1,Axis Midcap Fund - Direct Plan - IDCW,INF846K01EG5
RELGLDSFDR,NIPPON INDIA GOLD SAVINGS FUND - IDCW Option,INF204K01KP5
RELGOLDPDP,NIPPON INDIA GOLD SAVINGS FUND - Direct Plan - IDCW Option,INF204K01YE0
KGOLDDR,Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option,INF174K01AV9
KGOF47D,Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option- Direct,INF174K01MR2
KINCOME+,Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01401
MIRAEICRDR,Mirae Asset Great Consumer Fund Regular IDCW,INF769K01143
MIRAEICD2,Mirae Asset Great Consumer Fund Direct IDCW,INF769K01BN1
AXISDBQDR,Axis Dynamic Bond Fund - Regular Plan - Quarterly IDCW,INF846K01933
CRCYDP,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),INF760K01BN0
CRCYQP,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),INF760K01BP5
CRCYDM,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),INF760K01DW7
IPRU1748,ICICI Prudential Ultra Short Term Fund - Quarterly IDCW,INF109K01TS1
IPRU1747,ICICI Prudential Ultra Short Term Fund - Monthly IDCW,INF109K01TQ5
IPRU8125,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Quarterly IDCW,INF109K01T61
IPRU8124,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Monthly IDCW,INF109K01T46
UNEFDR,Union Flexi Cap Fund - IDCW Option,INF582M01112
GOLDFOFDR,SBI Gold Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01HC7
IPRU1816,ICICI Prudential Regular Gold Savings Fund (FOF) - IDCW,INF109K01TL6
IPRU8131,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan -  IDCW,INF109K01U84
AXISGODPR,Axis Gold Fund - Regular Plan - IDCW,INF846K01AN9
AXISGOD1,Axis Gold Fund - Direct Plan - IDCW,INF846K01DR4
UNTSRD,Union ELSS Tax Saver Fund - Direct Plan - IDCW Option,INF582M01773
UNTSDR,Union ELSS Tax Saver Fund - IDCW Option,INF582M01310
RELDRGOFOF,Invesco India Gold ETF Fund of Fund - IDCW (Payout / Reinvestment),INF205K01FC0
IBMBCDP,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01170
FFUSOFDR,Franklin India Feeder - Franklin U S Opportunities Fund - IDCW ,INF090I01EU5
FFUSOFDDR,Franklin India Feeder - Franklin U S Opportunities Fund - Direct - IDCW ,INF090I01JQ2
B916DR,Aditya Birla Sun Life Gold Fund-REGULAR - IDCW,INF209K01PH0
AXISIFQDRP,Axis Strategic Bond Fund - Regular Plan - Quarterly IDCW,INF846K01BS6
AXISIFDQ,Axis Strategic Bond Fund - Direct Plan - Quarterly IDCW,INF846K01DX2
AXISBDWDR,Axis Banking & PSU Debt Fund - Regular Plan - Weekly IDCW,INF846K01CE4
AXISBDDPR,Axis Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,INF846K01CG9
AXISBDDM,Axis Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,INF846K01CS4
AXISAFDP,Axis Focused 25 Fund - Regular Plan - IDCW,INF846K01CJ3
AXISAFD1,Axis Focused 25 Fund - Direct Plan - IDCW,INF846K01CP0
IPRU1951,ICICI Prudential US Bluechip Equity Fund - IDCW,INF109K01E50
IPRU8134,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  IDCW,INF109K01Z63
DSPUFEDDR,DSP US Flexible Equity Fund - Direct Plan - IDCW,INF740K01OJ3
KCROADR,Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,INF174K01EF4
CODPR,UTI Credit Risk Fund - Regular Plan - Quarterly IDCW,INF789F01RB0
TATAPEFD,Tata Large Cap Fund- Regular Plan - Payout of IDCW Option,INF277K01923
TTOFE,Tata Large Cap Fund- Direct Plan - Payout of IDCW Option,INF277K01QY0
TATASSFD,Tata Ethical Fund- Regular Plan - Payout of IDCW Option,INF277K01949
TATASSFDZ,Tata Ethical Fund- Direct Plan - Payout of IDCW Option,INF277K01NF6
TATAGROD,Tata Mid Cap Growth Fund-Regular Plan - IDCW Option,INF277K01642
TINR,Tata Mid Cap Growth Fund - Direct Plan- IDCW Option,INF277K01PX4
TATAEOD,Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option,INF277K01410
TEOF,Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option,INF277K01MJ0
TATAEPED,Tata Equity P/E Fund Regular Plan - Payout of IDCW-Option B(10%),INF277K01444
TATAEPE5,Tata Equity P/E Fund - Regular Plan - Payout of IDCW-Option A(5%),INF277K01436
TATAEPE5Z,Tata Equity P/E Fund- Direct Plan -Payout of IDCW-Option A(5%),INF277K01NA7
TATAEPEDZ,Tata Equity P/E Fund- Direct Plan - Payout of IDCW -Option B(10%),INF277K01NC3
TATAINFD,TATA Infrastructure Fund Regular Plan - Payout of IDCW Option,INF277K01774
TISF,Tata Infrastructure Fund- Direct Plan - Payout of IDCW Option,INF277K01PP0
TATAFW1,Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option,INF277K01MB7
TATASTD,Tata Short Term Bond Fund- Regular Plan - Monthly Payout of IDCW Option,INF277K01964
TSTBF,Tata Short Term Bond Fund Direct Plan - Monthly Payout of IDCW Option,INF277K01QQ6
TSTBFF,Tata Short Term Bond Fund- Direct Plan - Periodic Payout of IDCW Option,INF277K01P46
TSTBFE,Tata Short Term Bond Fund- Regular Plan - Periodic Payout of IDCW Option,INF277K01P20
IDFC281R,BANDHAN Banking & PSU Debt Fund - Regular IDCW,INF194K012D2
MFDP,Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment,INF247L01163
MFPDR,Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment,INF247L01197
KGSMDR,Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01FP0
PRMMOD1,PGIM India Midcap Opportunities Fund - Direct Plan - Dividend Option - Payout,INF663L01DX9
PRMMODP,PGIM India Midcap Opportunities Fund - Regular Plan - Dividend Option - Payout,INF663L01EB3
AXISSCD1R,Axis Small Cap Fund - Direct Plan - IDCW,INF846K01K50
AXISSCDPR,Axis Small Cap Fund - Regular Plan - IDCW,INF846K01K27
SBISMCF,SBI Small Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01T44
SBISMCFDP,SBI Small Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01T77
B1180C,Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW,INF209K012W5
B1180Z,Aditya Birla Sun Life Banking and Financial Services Fund - DIRECT - IDCW,INF209K015W8
SAHF102,Shriram Aggressive Hybrid Fund- Regular-IDCW,INF680P01034
DPDYADMDR,DSP Dynamic Asset Allocation Fund - Direct Plan - IDCW - Monthly,INF740K01L07
DSPDAAFRDR,DSP Dynamic Asset Allocation Fund - Regular Plan - IDCW - Monthly,INF740K01K73
BPDPR,UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW,INF789F013Z1
BPFDR,UTI Banking & PSU Fund - Regular Plan - Flexi IDCW,INF789FA1U79
MOFMDPR,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,INF247L01429
MOFFMPDR,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,INF247L01452
BOIEDRDR,BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW,INF761K01BQ1
KMEDIUMAD,Kotak Medium Term Fund - Standard Income Distribution cum capital withdrawal option,INF174K01VP7
KMDFA50D,Kotak Medium Term Fund - Direct - Standard Income Distribution cum capital withdrawal option,INF174K01VU7
CDNRT,HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,INF179KA1I53
CDNRR,HDFC Credit Risk Debt Fund - IDCW Option,INF179KA1I79
CDORR,HDFC Credit Risk Debt Fund - Quarterly IDCW Option,INF179KA1GE6
CDORT,HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,INF179KA1GB2
HBPRT,HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,INF179KA1JB6
BPRDR,HDFC Banking and PSU Debt Fund - IDCW Option,INF179KA1JE0
CPPDR,Motilal Oswal Flexi Cap Fund Direct - IDCW Payout/Reinvestment,INF247L01510
CPDPR,Motilal Oswal Flexi cap Fund Regular - IDCW Payout/Reinvestment,INF247L01486
SIARDR,Sundaram Infrastructure Advantage Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01F84
540,Sundaram Infrastructure Advantage Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01G18
IPRU8574,ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option,INF109KA1UC6
IPRU2374,ICICI Prudential Dividend Yield Equity Fund IDCW Option,INF109KA1TZ9
UNSMFR,Union Small Cap Fund - Regular Plan - IDCW Option,INF582M01BZ8
RELCBFQDDR,NIPPON INDIA STRATEGIC DEBT FUND - IDCW Option,INF204KA1QD6
ATDPR,Edelweiss Arbitrage Fund - Regular Plan - IDCW Option,INF754K01EH9
ATDD,Edelweiss Arbitrage Fund - Direct Plan - IDCW Option,INF754K01EC0
EMFARBMDRR,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,INF754K01HU5
EMFARBMDDR,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,INF754K01HX9
AXISIODPR,Axis Credit Risk Fund - Regular Plan - Monthly IDCW,INF846K01PS6
DSPGAFRDR,DSP Global Allocation Fund of Fund - Regular Plan - IDCW,INF740K01Z43
HSMCFRDR,HDFC Small Cap Fund - IDCW Option,INF179KA1SB7
HSMCFDDR,HDFC Small Cap Fund - IDCW Option - Direct Plan,INF179KA1RY1
AXISEAD1R,Axis Arbitrage Fund - Direct Plan - IDCW,INF846K01QB0
AXISEADPR,Axis Arbitrage Fund - Regular Plan - IDCW,INF846K01QE4
IDFC300R,BANDHAN Balanced Advantage Fund Regular Plan IDCW,INF194KA1UG3
KTKEQSAV,Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01D02
KKSFM36D,Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01D51
IGDDR,360 ONE Focused Equity Fund - Direct Plan - Dividend,INF579M01928
IGRDR,360 ONE Focused Equity Fund - Regular Plan - Dividend,INF579M01894
B106D,Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW,INF084M01AD4
BD106,Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW,INF084M01DL1
B103C,Aditya Birla Sun Life Asset Allocator FoF-REGULAR - IDCW,INF084M01AG7
B373,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW,INF084M01BB6
59C,Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW,INF084M01AV6
FIMASDR,Franklin India Multi - Asset Solution Fund of Funds- IDCW,INF090I01LG9
B249Z,Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW,INF209KA1TR5
B249C,Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW,INF209KA1TU9
IPRU8760,ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW,INF109KA16J8
IPRU2558,ICICI Prudential Equity Savings Fund - Quarterly IDCW,INF109KA19I4
B250Z,Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW,INF209KA1YM6
B250C,Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW,INF209KA1YJ2
MCD1R,LIC MF Large & Mid Cap Fund-Direct Plan-IDCW,INF767K01NF6
MCDPR,LIC MF Large & Mid Cap Fund-Regular Plan-IDCW,INF767K01NC3
PB208MD,Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,INF178L01BP8
INFRA,Kotak Infrastructure & Economic Reform Fund - Standard Plan-Payout of Income Distribution cum capital withdrawal option,INF178L01087
KKIE53D,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Payout of Income Distribution cum capital withdrawal option,INF178L01AJ3
STSMDR,Kotak Low Duration Fund- Regular Plan-Standard Income Distribution cum capital withdrawal option,INF178L01228
KDLMR255MD,Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option,INF178L01AY2
PRMDED1,PGIM India Flexi Cap Fund - Direct Plan - Dividend Option,INF663L01FH7
PRMDEDPR,PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,INF663L01FL9
SBIBFSFDR,SBI Banking & Financial Services Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1499
BKDPR,LIC MF Banking and Financial Services Fund-Regular Plan-IDCW,INF767K01NI0
SFSTPRMDR,Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01IR4
B380Z,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,INF209KA1L04
B380C,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,INF209KA1K62
RBAPSUDR,NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option,INF204KA1T80
RBAPSUMDR,NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option,INF204KA1U46
REQSAVDR,NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option,INF204KA1W28
REQSAVMDR,NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option,INF204KA1W69
REQSAVQDR,NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option,INF204KA1W44
SBIESFRDRM,SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1DC0
SBIESFRDRQ,SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1DE6
MIRAEPFD2,Mirae Asset Aggressive Hybrid Fund - Direct Plan - IDCW,INF769K01DJ5
MIRAEPFRDR,Mirae Asset Aggressive Hybrid Fund - Regular Plan - IDCW,INF769K01DG1
REUSEODR,NIPPON INDIA - US EQUITY OPPORTUNITES FUND - IDCW Option,INF204KA14G8
REUSEODDR,NIPPON INDIA - US EQUITY OPPORTUNITES FUND - Direct Plan - IDCW Option,INF204KA17G1
AXISSESRDR,Axis Equity Saver Fund - Regular Plan - Regular IDCW,INF846K01XS0
AXISESDMR,Axis Equity Saver Fund - Direct Plan - Monthly IDCW,INF846K01VL9
AXISESDPR,Axis Equity Saver Fund - Regular Plan - Monthly IDCW,INF846K01VQ8
AXISESQDR,Axis Equity Saver Fund - Regular Plan - Quarterly IDCW,INF846K01VS4
PLFMCDP,Navi Large & Midcap Fund - Regular Normal IDCW Payout,INF959L01CM6
IDD305RDR,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,INF194KA1S50
ID305RDR,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,INF194KA1R36
DSPESRMDR,DSP Equity Savings Fund - Regular Plan - IDCW - Monthly,INF740KA1470
DSPESRQDR,DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly,INF740KA1496
DSPESRDR,DSP Equity Savings Fund - Regular Plan - IDCW,INF740KA1454
PRMFEDPR,PGIM India Large Cap Fund - Dividend,INF663L01GV6
PRMFED2,PGIM India Large Cap Fund - Direct Plan - Dividend,INF663L01GT0
PRMMARM,PGIM India Equity Savings Fund - Monthly Dividend option,INF223J01FD3
PRMIODPR,PGIM India Hybrid Equity Fund - Dividend Option,INF663L01HB6
DPRMIOMD,PGIM India Hybrid Equity Fund-Monthly Dividend Option,INF663L01NZ3
DWSARMDR,PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,INF223J015M4
MCRDR,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW,INF761K01DR5
BOIMCDDR,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW,INF761K01DO2
DEADR,Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option,INF247L01627
DEDQR,Motilal Oswal Balanced Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment,INF247L01668
DEQDR,Motilal Oswal Balanced Advantage Fund Regular - Quarterly IDCW Payout/Reinvestment,INF247L01619
JPEDI,Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option,INF843K01062
EMFEFD2,Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option,INF843K01AN6
JPSDI,Edelweiss Mid Cap Fund - Regular Plan - IDCW Option,INF843K01039
EMFMSD2,Edelweiss Mid Cap Fund - Direct Plan - IDCW Option,INF843K01AQ9
JP118,Edelweiss Equity Savings Fund - Regular Plan - IDCW Option,INF843K01KJ3
EMFDEIMDRR,Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option,INF754K01IQ1
JP121,Edelweiss Flexi Cap Fund - Regular - IDCW Option,INF843K01KP0
IDFCHEFDR,BANDHAN Hybrid Equity Fund-Direct Plan IDCW,INF194KA1U72
IDFC312R,BANDHAN Hybrid Equity Fund-Regular Plan IDCW,INF194KA1U31
MMMDYRD,Mahindra Manulife Equity Savings Fund -Regular Plan -Dividend,INF174V01176
MIRAEDBRD,Mirae Asset Dynamic Bond Fund Regular IDCW,INF769K01DQ0
MMMBYDD,Mahindra Manulife Multi Cap Fund - Direct Plan - IDCW,INF174V01358
MMMBYRD,Mahindra Manulife Multi Cap Fund - Regular Plan - IDCW,INF174V01325
UNFLFRD,Union Largecap Fund - Direct Plan - IDCW Option,INF582M01CW3
UNFLFR,Union Largecap Fund - Regular Plan - IDCW Option,INF582M01CS1
AXISCODPR,Axis Corporate Debt Fund - Regular Plan - Monthly IDCW,INF846K01ZZ0
AXISDED1R,Axis Balanced Advantage Fund - Direct Plan - IDCW,INF846K01A45
AXISDEDPR,Axis Balanced Advantage Fund - Regular Plan - IDCW,INF846K01A78
DSPENRDR,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW,INF740KA1CQ9
DSPENDDR,DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW,INF740KA1CT3
HODR1,HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan,INF179KC1AW9
HORR1,HDFC Housing Opportunities Fund  - IDCW Option,INF179KC1AZ2
AXISMLD1R,Axis Flexi Cap fund - Direct Plan - IDCW,INF846K01B10
AXISMLDPR,Axis Flexi Cap Fund - Regular Plan - IDCW,INF846K01B44
UNPFR,Union Balanced Advantage Fund - Regular Plan - IDCW Option,INF582M01DJ8
MMEBYRD,Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW,INF174V01481
MMEBYDD,Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW,INF174V01515
DSPAFRMR,DSP Arbitrage Fund - Regular - IDCW - Monthly,INF740KA1DM6
DSPAFDDR,DSP Arbitrage Fund - Direct - IDCW,INF740KA1DP9
DSPAFRDR,DSP Arbitrage Fund - Regular - IDCW,INF740KA1DK0
DSPAFDMR,DSP Arbitrage Fund - Direct - IDCW - Monthly,INF740KA1DR5
EMFMORDR,Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option,INF754K01MJ8
EMFMODDR,Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option,INF754K01MN0
PLFEHDP,Navi Aggressive Hybrid Fund - Regular Plan Normal IDCW,INF959L01DK8
BPMFUSD5,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Weekly IDCW,INF955L01HB6
RELLIQCMDR,NIPPON INDIA ULTRA SHORT DURATION FUND - MONTHLY IDCW Option,INF204K01UG3
IMFEBFRGDR,Invesco India Aggressive Hybrid Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K012Q1
AFDMRBAF,BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW,INF761K01EF8
NLAMRMF,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - MONTHLY IDCW Option,INF204KB1YU3
RMFNLADR,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - IDCW Option,INF204KB1YS7
NLAQRMF,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204KB1YW9
NLADRMF,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - ANNUAL IDCW Option,INF204KB1ZA2
HCRDR,Mirae Asset Healthcare Fund Regular IDCW,INF769K01EC8
PLFMFDP,NAVI FLEXI CAP FUND - REGULAR PLAN NORMAL IDCW PAYOUT,INF959L01EG4
IDFCUSTFDD,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN-DAILY IDCW,INF194KA19R7
IDFCUSTFMR,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA12S0
IDFC331R,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN MONTHLY IDCW,INF194KA16Q5
KTKBAFDDR,Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option,INF174KA1202
KBALAFDR,Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option,INF174KA1178
AXISEHRDR,Axis Equity Hybrid Fund - Regular Plan - Regular IDCW,INF846K01E82
AXISEHDMR,Axis Equity Hybrid Fund - Direct Plan - Monthly IDCW,INF846K01E41
AXISEHDPR,Axis Equity Hybrid Fund - Regular Plan - Monthly IDCW,INF846K01F16
AXISEHQDR,Axis Equity Hybrid Fund - Regular Plan - Quarterly IDCW,INF846K01F32
FIESFDR,Franklin India Equity Savings Fund - IDCW ,INF090I01OY6
FIESFQDR,Franklin India Equity Savings Fund - Quarterly - IDCW,INF090I01PI6
FIESFMDR,Franklin India Equity Savings Fund - Monthly - IDCW,INF090I01PE5
ESFRPDRI,UTI Equity Savings Fund - Regular Plan - IDCW,INF789F1A728
ESFRPQDR,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,INF789F1A827
DSPCBRDR,DSP Corporate Bond Fund - Regular - IDCW,INF740KA1JZ5
AXISUSDWR,Axis Ultra Short Term Fund - Direct Plan - Weekly IDCW,INF846K01F65
AXISUSDPR,Axis Ultra Short Term Fund - Regular Plan - Monthly IDCW,INF846K01G64
AXISUSWDR,Axis Ultra Short Term Fund - Regular Plan - Weekly IDCW,INF846K01G49
SMCF104,Shriram Flexi Cap Fund - Regular-IDCW,INF680P01091
HUSTFRMDR,HDFC Ultra Short Term Fund - Monthly IDCW Option,INF179KB15R4
AXFOGD1,Axis Growth Opportunities Fund - Direct Plan - IDCW,INF846K01J61
AXISOGDPR,Axis Growth Opportunities Fund - Regular Plan - IDCW,INF846K01J95
IMFSCD2DR,Invesco India Smallcap Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K015T8
IMFSCFRGDR,Invesco India Smallcap Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K014T1
FRFRPADR,UTI Floater Fund - Regular Plan - Annual IDCW,INF789F1ACS5
FRFRPQDR,UTI Floater Fund - Regular Plan - Quarterly IDCW,INF789F1ACQ9
MMMRBRD,Mahindra Manulife Consumption Fund - Regular Plan - IDCW,INF174V01648
BPMFDEDPR,Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option,INF955L01HE0
BPMFDED1,Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option,INF955L01HH3
1055,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Regular - IDCW,INF084M01069
1058,Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan -  Regular -  IDCW,INF084M01093
OMSMD,HSBC Managed Solutions India Moderate Fund IDCW,INF336L01IF8
IFDPR,LIC MF S & P BSE Sensex Index Fund-Regular Plan-IDCW,INF767K01113
IFD1R,LIC MF S & P BSE Sensex Index Fund-Direct Plan-IDCW,INF767K01FK2
INNDR,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,INF767K01147
IND1R,LIC MF Nifty 50 Index Fund-Direct Plan-IDCW,INF767K01FH8
OMSCD,HSBC Managed Solutions India Conservative Fund IDCW,INF336L01IL6
1061,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan -Regular - IDCW,INF084M01127
DSPHCRDR,DSP Healthcare Fund - Regular Plan - IDCW,INF740KA1LF3
DSPHCDDR,DSP Healthcare Fund - Direct Plan - IDCW,INF740KA1LI7
MMPS-DR,SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01297
MGLF-94-DR,SBI Magnum Global Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01263
MBALF-DR,SBI Equity Hybrid Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01123
MSF-PHA-DR,SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01461
MSF-CON-DR,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01354
MINDEX-DR,SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01552
SBIMIFINVP,SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01735
SBIDYBFUND,SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01974
MIF-FL-DR,SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01701
MSF-EBF-DR,SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01396
MMIP-M-DR,SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01875
MMIP-Q-DR,SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01891
MMIP-A-DR,SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01917
MIDCAP-DR,SBI Magnum MidCap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01586
MCOMMA-DR,SBI Magnum Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01321
MMULTI-DR,SBI Flexicap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01248
